1;thread(s);10713436;10646690;10712265;10725731;10747101;10804771;12031062;10496515;10360390;10839315;10365659;10429185;10656351;10240659;9906934;10120636;10936211;10439138;10312966;10477779;10270811;10365952;11584925;10781059;10114488;9960213;11152839;10533985;11550381;10220460;10616596,9
2;thread(s);7948499;8268465;7862726;7880290;7670102;7760267;7698498;7527537;7669809;7946156;7438544;7746800;7471624;7382338;7701132;7016119;7632339;7704353;7946449;7589598;7986555;7513486;7892586;7656343;6875604;7718112;7227478;7748850;7711964;7253240;7648195,43333333
3;thread(s);7247970;7100136;7574961;7227185;7014948;7356577;7304469;7775489;7105991;7473966;7194691;7375898;6918636;7038367;7253825;7243871;6963134;6966353;7104819;7175956;6810030;6835205;7080229;7343696;6987138;7007923;7090475;7479527;7217525;7202595;7182386,16666667
4;thread(s);7022852;7416296;7291003;7226014;7074375;6690006;7051833;6991529;7050662;6771974;6910147;6832571;6498846;6548319;6979819;7267876;7008508;6415708;6607745;6624724;8089892;6800370;8842236;8168055;8389367;7789540;8396685;8495631;6711962;8034857;7266646,73333333
5;thread(s);6888777;6734795;7072618;6992699;6995334;6795685;6815884;6641704;6634385;6728062;7206986;6800662;6619163;6780463;6771095;6819104;7158977;7074960;6965475;6894925;6896389;6879995;7021096;6957864;7051833;6891997;6682395;6887313;6773437;7021388;6881848,66666667
6;thread(s);6757043;7087840;6452300;5918634;5883798;6105403;5666292;6167757;5976011;5599253;5938540;5848083;6280461;6481281;5983329;5989185;6311785;5712837;5711666;5739769;5966643;5745624;5928587;5930051;6236551;5607743;5564125;6112136;5925367;6018166;6021542
7;thread(s);7000604;6318225;5475131;5432392;5756456;6513483;5884676;6163365;5370623;5693224;6670685;5727474;5932393;5550951;6395508;6344279;6706692;5422145;5497672;5746502;6411902;5448492;5476009;5415998;5962252;5814711;5405752;5543048;5466935;6161609;5890306,26666667
8;thread(s);6543343;5974547;6356575;6447031;6974257;6375895;6044512;6973379;7198204;7418052;7018461;7188251;7487139;7197033;7286904;5795976;6053001;6004407;6077884;6090180;6060027;5984793;5997088;5404288;6041293;6858624;6341937;6500310;5826420;6687956;6473592,23333333
9;thread(s);5877650;5889652;5741233;5253234;5251185;5503820;5395214;5667755;5555635;5276946;5644921;5972499;5411314;5683563;5896385;5382625;5518457;6090472;5504405;5952592;5745624;5632333;5294511;5615354;5590178;5520799;5374429;5360963;5277239;5942639;5594120,86666667
10;thread(s);6553296;6638776;5648142;5939419;5727474;5981866;5992405;5712252;5731280;5921561;5747087;5657217;5733622;5717814;5775776;5599547;5347497;5623551;5550366;5960788;5936491;5752650;5429171;5887311;5753821;5726303;5336079;5817053;5827592;5516115;5784744,06666667
11;thread(s);5759383;6050367;5578176;5504113;5752064;5374722;5178292;5831983;5212836;5754992;5866819;4971325;5942053;5102180;5476302;5572322;5601889;5609207;5923903;5323492;5403703;5977768;5603645;5264944;5468691;6012018;5683563;5695273;5192637;5437660;5570877,4
12;thread(s);6353061;5199369;5274605;4755575;4748842;4629696;4815879;4585199;5011723;5207860;4902238;4837542;5355107;5840472;5001184;5149018;4882917;4942343;4954931;5352474;5300658;4982156;5009673;4710493;4901360;4785142;4695856;4687952;5222789;4598080;5023139,8
13;thread(s);5716350;5478059;4839884;4817343;4707565;4821149;4660727;4935024;5306806;4775773;4768748;4706980;4739181;4673315;4611547;4555633;4776359;4785141;4763771;4656921;5414827;5021676;4915996;4957273;4795095;5217813;4676242;4765235;4540995;5054756;4881872,8
14;thread(s);5651068;5425659;5442344;5093105;5174780;4929170;4933268;5176243;5510260;5514066;5456689;5313246;5334030;5000014;5419511;5403702;4925365;4987132;6074957;5004697;4923608;5134674;5329639;4848959;4877940;5632041;5313246;5316173;5125014;5116816;5246247,2
15;thread(s);6593109;5582567;4940294;5123257;5120622;5109499;5035435;4967811;5085200;5697614;4949076;4997378;5268164;4812659;4909556;5313832;5231571;5264943;4649602;5171559;5233328;5343984;4762308;5052413;4881160;4825833;4950540;5384089;5173901;5639359;5169022,1
